Volume Reference,Intelligence Summary Number,Start Date,End Date,Time,Civil Defence Region,Location,Country,Full Address,Latitude,Longitude,Killed,Injured,Total Casualties,Additional Notes
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Benenden,England,Benenden England ,51.066525,0.581756,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Burmarsh,England,Burmarsh England ,51.0487666,0.997954,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Crundale,England,Crundale England ,51.2036953,0.9742319,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Lydd,England,Lydd England ,50.950945,0.9065892,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Meopham,England,Meopham England ,51.370723,0.3604859,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Orlestone,England,Orlestone England ,51.075325,0.848123,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Pembury,England,Pembury England ,51.1474345,0.3288283,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Trottiscliffe,England,Trottiscliffe England ,51.3172381,0.351548,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,West Farleigh,England,West Farleigh England ,51.246922,0.4529091,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Battle,England,Battle England ,50.917405,0.483679,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Bexhill,England,Bexhill England ,50.8499062,0.4662071,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Broomhill (Broomhill Sands),England,Broomhill (Broomhill Sands) England ,50.9302594,0.8145399,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Crowborough,England,Crowborough England ,51.060853,0.165894,6,21,27,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Etchingham,England,Etchingham England ,51.0090215,0.4389913,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Falmer,England,Falmer England ,50.8668892,-0.0875363,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Heathfield,England,Heathfield England ,50.9667401,0.2564428,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Iden,England,Iden England ,50.9827689,0.730418,0,8,8,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Rotherfield,England,Rotherfield England ,51.046062,0.2194,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Wadhurst,England,Wadhurst England ,51.061756,0.33802,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,Waldron,England,Waldron England ,50.9522901,0.2044703,0,0,0,
HO 203/15,3536,05/07/1944,06/07/1944,Night,12: South Eastern,West Grinstead,England,West Grinstead England ,50.9776308,-0.3252985,0,0,0,
HO 203/15,3536,05/07/1944,05/07/1944,Day,6: Southern,Warfield,England,Warfield England ,51.434555,-0.747488,0,0,0,
HO 203/15,3536,05/07/1944,05/07/1944,Day,6: Southern,Amersham,England,Amersham England ,51.6755179,-0.607241,0,0,0,
HO 203/15,3536,05/07/1944,05/07/1944,Day,6: Southern,Andover,England,Andover England ,52.3555177,-1.1743197,0,4,4,
HO 203/15,3536,05/07/1944,05/07/1944,Day,6: Southern,Checkendon,England,Checkendon England ,51.541876,-1.041364,0,0,0,
HO 203/15,3537,06/07/1944,06/07/1944,Day,5: London,Wandsworth,England,Wandsworth England ,51.458373,-0.1891356,42,204,264,"Casualty total for all of London, 'Unclassified 19"""
HO 203/15,3537,06/07/1944,06/07/1944,Day,5: London,Camberwell,England,Camberwell England ,51.4740846,-0.0930137,42,204,264,"Casualty total for all of London, 'Unclassified 19"""
HO 203/15,3537,06/07/1944,06/07/1944,Day,5: London,West Ham,England,West Ham England ,51.538008,0.0124751,42,204,264,"Casualty total for all of London, 'Unclassified 19"""
HO 203/15,3537,06/07/1944,06/07/1944,Day,5: London,Brentford,England,Brentford England ,51.4835374,-0.3063676,42,204,264,"Casualty total for all of London, 'Unclassified 19"""
HO 203/15,3537,06/07/1944,06/07/1944,Day,5: London,Deptford,England,Deptford England ,51.4807988,-0.0231099,42,204,264,"Casualty total for all of London, 'Unclassified 19"""
HO 203/15,3537,06/07/1944,06/07/1944,Day,5: London,Esher,England,Esher England ,51.369487,-0.365927,42,204,264,"Casualty total for all of London, 'Unclassified 19"""
HO 203/15,3537,06/07/1944,06/07/1944,Day,5: London,Ilford,England,Ilford England ,51.556619,0.076251,42,204,264,"Casualty total for all of London, 'Unclassified 19"""
HO 203/15,3537,06/07/1944,06/07/1944,Day,5: London,Kingston upon Thames,England,Kingston upon Thames England ,51.41233,-0.300689,42,204,264,"Casualty total for all of London, 'Unclassified 19"""
HO 203/15,3537,06/07/1944,06/07/1944,Day,5: London,Lambeth,England,Lambeth England ,51.4935082,-0.1178424,42,204,264,"Casualty total for all of London, 'Unclassified 19"""
HO 203/15,3537,06/07/1944,06/07/1944,Day,5: London,St. Pancras (St. Pancras International),England,St. Pancras (St. Pancras International) England ,51.531427,-0.126133,42,204,264,"Casualty total for all of London, 'Unclassified 19"""
HO 203/15,3537,06/07/1944,06/07/1944,Day,12: South Eastern,Shoreham (Shoreham-by-Sea),England,Shoreham (Shoreham-by-Sea) England ,50.8342086,-0.2715558,0,0,0,
HO 203/15,3537,06/07/1944,06/07/1944,Day,12: South Eastern,West Peckham,England,West Peckham England ,51.250125,0.3557839,0,0,0,
HO 203/15,3537,06/07/1944,06/07/1944,Day,12: South Eastern,Arlington,England,Arlington England ,51.757256,-1.838862,0,0,0,
HO 203/15,3537,06/07/1944,06/07/1944,Day,12: South Eastern,Bodiam,England,Bodiam England ,51.0035749,0.5376558,0,0,0,
HO 203/15,3537,06/07/1944,06/07/1944,Day,12: South Eastern,Newhaven,England,Newhaven England ,50.79307,0.045574,0,3,3,
HO 203/15,3538,06/07/1944,07/07/1944,Night,5: London,Barking,England,Barking England ,51.536563,0.075766,14,59,73,"Casualty total for all of London, 3 Missing"
HO 203/15,3538,06/07/1944,07/07/1944,Night,5: London,Chingford,England,Chingford England ,51.6320667,0.0073627,14,59,73,"Casualty total for all of London, 3 Missing"
HO 203/15,3538,06/07/1944,07/07/1944,Night,5: London,Croydon,England,Croydon England ,51.3769529,-0.0956895,14,59,73,"Casualty total for all of London, 3 Missing"
HO 203/15,3538,06/07/1944,07/07/1944,Night,5: London,Hornsey,England,Hornsey England ,51.5872715,-0.1103806,14,59,73,"Casualty total for all of London, 3 Missing"
HO 203/15,3538,06/07/1944,07/07/1944,Night,5: London,Orpington,England,Orpington England ,51.374843,0.094214,14,59,73,"Casualty total for all of London, 3 Missing"
HO 203/15,3538,06/07/1944,07/07/1944,Night,5: London,Poplar,England,Poplar England ,51.5123792,-0.0087975,14,59,73,"Casualty total for all of London, 3 Missing"
HO 203/15,3538,06/07/1944,07/07/1944,Night,5: London,Sidcup,England,Sidcup England ,51.4264863,0.1009392,14,59,73,"Casualty total for all of London, 3 Missing"
HO 203/15,3538,06/07/1944,07/07/1944,Night,5: London,Southgate,England,Southgate England ,52.3555177,-1.1743197,14,59,73,"Casualty total for all of London, 3 Missing"
HO 203/15,3538,06/07/1944,07/07/1944,Night,5: London,Wandsworth,England,Wandsworth England ,51.458373,-0.1891356,14,59,73,"Casualty total for all of London, 3 Missing"
HO 203/15,3538,06/07/1944,07/07/1944,Night,5: London,Wimbledon,England,Wimbledon England ,51.4183389,-0.2206288,14,59,73,"Casualty total for all of London, 3 Missing"
HO 203/15,3538,06/07/1944,07/07/1944,Night,6: Southern,Fair Oak,England,Fair Oak England ,50.965896,-1.298133,0,4,4,
HO 203/15,3538,06/07/1944,07/07/1944,Night,12: South Eastern,Battle,England,Battle England ,50.917405,0.483679,0,0,0,
HO 203/15,3538,06/07/1944,07/07/1944,Night,12: South Eastern,Bexhill,England,Bexhill England ,50.8499062,0.4662071,0,0,0,
HO 203/15,3538,06/07/1944,07/07/1944,Night,12: South Eastern,Eastbourne,England,Eastbourne England ,50.768035,0.290472,0,0,0,
HO 203/15,3538,06/07/1944,07/07/1944,Night,12: South Eastern,"Westfield, Sussex",England,"Westfield, Sussex England ",50.917139,0.5659936,0,3,3,
HO 203/15,3538,06/07/1944,07/07/1944,Night,12: South Eastern,Warehorne,England,Warehorne England ,51.057908,0.838615,0,0,0,
HO 203/15,3538,06/07/1944,07/07/1944,Night,12: South Eastern,Westerham,England,Westerham England ,51.266969,0.071827,0,2,2,
HO 203/15,3539,06/07/1944,07/07/1944,Night,4: Eastern,Epping Bury (Bury Rd),England,Epping Bury (Bury Rd) England ,51.6965467,0.1028698,0,0,0,
HO 203/15,3539,06/07/1944,07/07/1944,Night,12: South Eastern,Warbleton,England,Warbleton England ,50.9408146,0.2882035,0,0,0,
HO 203/15,3539,06/07/1944,07/07/1944,Night,12: South Eastern,Isfield,England,Isfield England ,50.9348353,0.0650862,0,0,0,
HO 203/15,3539,07/07/1944,07/07/1944,Day,4: Eastern,Sawbridgeworth,England,Sawbridgeworth England ,51.81554,0.14721,0,0,0,
HO 203/15,3539,07/07/1944,07/07/1944,Day,4: Eastern,Worlingworth,England,Worlingworth England ,52.267733,1.2586489,0,0,0,
HO 203/15,3539,07/07/1944,07/07/1944,Day,5: London,Bromley,England,Bromley England ,51.406025,0.013156,28,64,92,Casualty total for London
HO 203/15,3539,07/07/1944,07/07/1944,Day,5: London,Coulsdon,England,Coulsdon England ,51.319941,-0.141267,28,64,92,Casualty total for London
HO 203/15,3539,07/07/1944,07/07/1944,Day,5: London,Dagenham,England,Dagenham England ,51.5402631,0.1482103,28,64,92,Casualty total for London
HO 203/15,3539,07/07/1944,07/07/1944,Day,5: London,Deptford,England,Deptford England ,51.4807988,-0.0231099,28,64,92,Casualty total for London
HO 203/15,3539,07/07/1944,07/07/1944,Day,5: London,Epsom,England,Epsom England ,51.3351004,-0.2637125,28,64,92,Casualty total for London
HO 203/15,3539,07/07/1944,07/07/1944,Day,5: London,Hayes,England,Hayes England ,51.516758,-0.436786,28,64,92,Casualty total for London
HO 203/15,3539,07/07/1944,07/07/1944,Day,5: London,Lewisham,England,Lewisham England ,51.4611509,-0.0073177,28,64,92,Casualty total for London
HO 203/15,3539,07/07/1944,07/07/1944,Day,5: London,"New Malden, London",England,"New Malden, London England ",51.400663,-0.259263,28,64,92,Casualty total for London
HO 203/15,3539,07/07/1944,07/07/1944,Day,5: London,Mitcham,England,Mitcham England ,51.402869,-0.166709,28,64,92,Casualty total for London
HO 203/15,3539,07/07/1944,07/07/1944,Day,5: London,Orpington,England,Orpington England ,51.374843,0.094214,28,64,92,Casualty total for London
HO 203/15,3539,07/07/1944,07/07/1944,Day,5: London,Woolwich,England,Woolwich England ,51.4894752,0.0675883,28,64,92,Casualty total for London
HO 203/15,3539,07/07/1944,07/07/1944,Day,12: South Eastern,"Capel, Tonbridge",England,"Capel, Tonbridge England ",51.174541,0.344727,0,0,0,
HO 203/15,3539 + 3540,07/07/1944,07/07/1944,Day,12: South Eastern,Birling,England,Birling England ,51.3189969,0.4095107,0,0,0,
HO 203/15,3539,07/07/1944,07/07/1944,Day,12: South Eastern,Shadoxhurst,England,Shadoxhurst England ,51.104421,0.814639,0,0,0,
HO 203/15,3539,07/07/1944,07/07/1944,Day,12: South Eastern,"Elmsted, Ashford",England,"Elmsted, Ashford England ",51.161168,1.024244,0,0,0,
HO 203/15,3539,07/07/1944,07/07/1944,Day,12: South Eastern,"Appledore, Kent",England,"Appledore, Kent England ",51.032365,0.7882246,0,0,0,
HO 203/15,3539 + 3540,07/07/1944,07/07/1944,Day,12: South Eastern,Warehorne,England,Warehorne England ,51.057908,0.838615,0,0,0,
HO 203/15,3539 + 3540,07/07/1944,07/07/1944,Day,12: South Eastern,Ruckinge,England,Ruckinge England ,51.0655239,0.8884891,1,3,4,
HO 203/15,3539,07/07/1944,07/07/1944,Day,12: South Eastern,Brightling,England,Brightling England ,50.963928,0.399105,0,0,0,
HO 203/15,3539 + 3540 + 3541,07/07/1944,07/07/1944,Day,12: South Eastern,Polegate,England,Polegate England ,50.824012,0.243813,4,13,17,
HO 203/15,3539 + 3540,07/07/1944,07/07/1944,Day,12: South Eastern,Arlington,England,Arlington England ,51.757256,-1.838862,1,2,3,
HO 203/15,3539 + 3540,07/07/1944,07/07/1944,Day,12: South Eastern,Dallington,England,Dallington England ,50.9470389,0.357639,1,1,2,
HO 203/15,3539,07/07/1944,07/07/1944,Day,12: South Eastern,Crowhurst,England,Crowhurst England ,50.882397,0.49918,0,0,0,
HO 203/15,3539 + 3540,07/07/1944,07/07/1944,Day,12: South Eastern,Reigate,England,Reigate England ,51.237276,-0.205883,0,3,3,
HO 203/15,3539,07/07/1944,07/07/1944,Day,12: South Eastern,Pluckley,England,Pluckley England ,51.1771537,0.7560578,0,0,0,
HO 203/15,3539,07/07/1944,07/07/1944,Day,12: South Eastern,Cranleigh,England,Cranleigh England ,51.141073,-0.483985,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,4: Eastern,Billericay,England,Billericay England ,51.627903,0.418397,0,12,12,
HO 203/15,3540,07/07/1944,08/07/1944,Night,4: Eastern,Hornchurch,England,Hornchurch England ,51.562254,0.218605,0,13,13,
HO 203/15,3540,07/07/1944,08/07/1944,Night,4: Eastern,Mountnessing,England,Mountnessing England ,51.6459595,0.3726652,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,4: Eastern,Romford,England,Romford England ,51.577076,0.178319,0,5,5,
HO 203/15,3540,07/07/1944,08/07/1944,Night,4: Eastern,Warley,England,Warley England ,51.6076122,0.297679,0,3,3,
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Beddington,England,Beddington England ,51.3692339,-0.1270687,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Camberwell,England,Camberwell England ,51.4740846,-0.0930137,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Croydon,England,Croydon England ,51.3769529,-0.0956895,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Epsom,England,Epsom England ,51.3351004,-0.2637125,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Finchley,England,Finchley England ,51.5971434,-0.1979547,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Greenwich,England,Greenwich England ,51.4933675,0.0098214,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Hackney,England,Hackney England ,51.5436387,-0.0553621,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Hammersmith,England,Hammersmith England ,51.491187,-0.223731,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Heston,England,Heston England ,51.4842017,-0.3719867,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Ilford,England,Ilford England ,51.556619,0.076251,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Leyton,England,Leyton England ,51.5702225,-0.0146938,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Mitcham,England,Mitcham England ,51.402869,-0.166709,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Orpington,England,Orpington England ,51.374843,0.094214,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Twickenham,England,Twickenham England ,51.4453043,-0.3375429,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Wandsworth,England,Wandsworth England ,51.458373,-0.1891356,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,5: London,Westminster,England,Westminster England ,51.4974948,-0.1356583,24,237,261,"Casualty figure for entire London, 2 trapped, 6 missing"
HO 203/15,3540,07/07/1944,08/07/1944,Night,6: Southern,Windsor,England,Windsor England ,51.4803421,-0.6157137,0,0,0,
HO 203/15,3540 + 3541,07/07/1944,08/07/1944,Night,12: South Eastern,Benenden,England,Benenden England ,51.066525,0.581756,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Brasted,England,Brasted England ,51.2760511,0.1076579,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Hartlip,England,Hartlip England ,51.3467472,0.6399383,0,0,0,
HO 203/15,3540 + 3541,07/07/1944,08/07/1944,Night,12: South Eastern,Hever,England,Hever England ,51.1854609,0.1108119,0,1,1,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Kenardington,England,Kenardington England ,51.059452,0.811741,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Marden,England,Marden England ,51.173613,0.490709,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Old Romney,England,Old Romney England ,50.990404,0.895424,0,0,0,
HO 203/15,3540 + 3541 + 3542,07/07/1944,08/07/1944,Night,12: South Eastern,Borough Green,England,Borough Green England ,51.2913349,0.305187,0,5,5,Location previously given as Platt
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Tenterden,England,Tenterden England ,51.069358,0.689122,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Warehorne,England,Warehorne England ,51.057908,0.838615,0,1,1,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Wichling,England,Wichling England ,51.272942,0.754579,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Yalding,England,Yalding England ,51.22364,0.430255,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Bexhill,England,Bexhill England ,50.8499062,0.4662071,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Brightling,England,Brightling England ,50.963928,0.399105,0,3,3,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Eastbourne,England,Eastbourne England ,50.768035,0.290472,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Fairlight,England,Fairlight England ,50.8776458,0.6581801,0,0,0,
HO 203/15,3540 + 3541,07/07/1944,08/07/1944,Night,12: South Eastern,Hellingly,England,Hellingly England ,50.8886569,0.2468259,0,1,1,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Icklesham,England,Icklesham England ,50.9174414,0.6716584,0,0,0,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Iden,England,Iden England ,50.9827689,0.730418,0,1,1,
HO 203/15,3540,07/07/1944,08/07/1944,Night,12: South Eastern,Bramley,England,Bramley England ,51.1948099,-0.55903,0,0,0,
HO 203/15,3540 + 3541,07/07/1944,08/07/1944,Night,12: South Eastern,Ewhurst,England,Ewhurst England ,51.15424,-0.442166,0,5,5,
HO 203/15,3540,07/07/1944,07/07/1944,Day,12: South Eastern,Biddenden,England,Biddenden England ,51.115068,0.643338,0,0,0,
HO 203/15,3540,07/07/1944,07/07/1944,Day,12: South Eastern,Stowting,England,Stowting England ,51.1357441,1.036849,0,0,0,
HO 203/15,3540,07/07/1944,07/07/1944,Day,12: South Eastern,Forest Row,England,Forest Row England ,51.097391,0.033222,0,0,0,
HO 203/15,3540,07/07/1944,07/07/1944,Day,12: South Eastern,West Firle,England,West Firle England ,50.8454444,0.0868389,0,0,0,
HO 203/15,3541,07/07/1944,07/07/1944,Day,12: South Eastern,Minster in Sheppey (Minster on Sea),England,Minster in Sheppey (Minster on Sea) England ,51.4211991,0.7976003,0,0,0,
HO 203/15,3541,07/07/1944,07/07/1944,Day,12: South Eastern,Penshurst,England,Penshurst England ,51.1727246,0.1824358,0,0,0,
HO 203/15,3541,07/07/1944,07/07/1944,Day,12: South Eastern,Stone-cum-Ebony,England,Stone-cum-Ebony England ,51.0151476,0.7490574,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,4: Eastern,Aveley,England,Aveley England ,51.499018,0.2519159,0,22,22,
HO 203/15,3542,08/07/1944,09/07/1944,Night,4: Eastern,Watford,England,Watford England ,51.6611283,-0.3970199,0,21,21,
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,Banstead,England,Banstead England ,51.3221909,-0.205046,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,Beckenham,England,Beckenham England ,51.40817,-0.025813,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,Camberwell,England,Camberwell England ,51.4740846,-0.0930137,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,Carshalton,England,Carshalton England ,51.365018,-0.164921,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,Chislehurst + Sidcup,England,Chislehurst + Sidcup England ,51.4215236,0.0996087,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,Croydon,England,Croydon England ,51.3769529,-0.0956895,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,Greenwich,England,Greenwich England ,51.4933675,0.0098214,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,Lambeth,England,Lambeth England ,51.4935082,-0.1178424,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,Lewisham,England,Lewisham England ,51.4611509,-0.0073177,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,St. Marylebone (Marylebone),England,St. Marylebone (Marylebone) England ,51.52273,-0.152321,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,Stepney,England,Stepney England ,51.5222254,-0.0491574,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,Wandsworth,England,Wandsworth England ,51.458373,-0.1891356,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542 + 3543,08/07/1944,09/07/1944,Night,5: London,West Ham,England,West Ham England ,51.538008,0.0124751,34,242,276,"Casualty figure for entire London, 2 trapped"
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Biddenden,England,Biddenden England ,51.115068,0.643338,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Brasted,England,Brasted England ,51.2760511,0.1076579,0,0,0,
HO 203/15,3542 + 3544,08/07/1944,09/07/1944,Night,12: South Eastern,Great Chart,England,Great Chart England ,51.1449189,0.8341122,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,"Hadlow, Tonbridge",England,"Hadlow, Tonbridge England ",51.223215,0.33516,0,0,0,
HO 203/15,3542 + 3544,08/07/1944,09/07/1944,Night,12: South Eastern,Headcorn,England,Headcorn England ,51.16943,0.619856,0,9,9,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Hougham Without,England,Hougham Without England ,51.1153172,1.2476242,0,0,0,
HO 203/15,3542 + 3544,08/07/1944,09/07/1944,Night,12: South Eastern,Orlestone,England,Orlestone England ,51.075325,0.848123,0,0,0,
HO 203/15,3542 + 3544,08/07/1944,09/07/1944,Night,12: South Eastern,Ruckinge,England,Ruckinge England ,51.0655239,0.8884891,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Rolvenden,England,Rolvenden England ,51.051048,0.630622,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,"Stansted, Kent",England,"Stansted, Kent England ",51.33635,0.30768,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Westerham,England,Westerham England ,51.266969,0.071827,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Wittersham,England,Wittersham England ,51.01105,0.7032969,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,"Capel, Tonbridge",England,"Capel, Tonbridge England ",51.174541,0.344727,0,8,8,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Headley,England,Headley England ,51.2772596,-0.2729712,0,1,1,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Oxted,England,Oxted England ,51.255714,-0.000003,0,6,6,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,"Wotton, Surrey",England,"Wotton, Surrey England ",51.2180483,-0.3874704,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Ewhurst,England,Ewhurst England ,51.15424,-0.442166,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Framfield,England,Framfield England ,50.9644881,0.128199,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Maresfield,England,Maresfield England ,50.997137,0.087439,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,"Mayfield, Sussex",England,"Mayfield, Sussex England ",51.020641,0.262427,0,0,0,
HO 203/15,3542 + 3544,08/07/1944,09/07/1944,Night,12: South Eastern,"Parham, Sussex",England,"Parham, Sussex England ",50.9174551,-0.4963304,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Penhurst,England,Penhurst England ,51.1727246,0.1824358,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Rye,England,Rye England ,50.949708,0.73726,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Sedlescombe,England,Sedlescombe England ,50.9335791,0.5339843,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Ticehurst,England,Ticehurst England ,51.04619,0.409067,0,0,0,
HO 203/15,3542,08/07/1944,09/07/1944,Night,12: South Eastern,Withyham,England,Withyham England ,51.101066,0.134318,0,0,0,
HO 203/15,3543,08/07/1944,09/07/1944,Night,12: South Eastern,Benenden,England,Benenden England ,51.066525,0.581756,0,0,0,
HO 203/15,3543,08/07/1944,09/07/1944,Night,12: South Eastern,Stone-cum-Ebony,England,Stone-cum-Ebony England ,51.0151476,0.7490574,0,0,0,
HO 203/15,3543,08/07/1944,09/07/1944,Night,12: South Eastern,Hartfield,England,Hartfield England ,51.102295,0.111502,0,0,0,
HO 203/15,3543,08/07/1944,09/07/1944,Night,12: South Eastern,Iden,England,Iden England ,50.9827689,0.730418,0,0,0,
